course_title,subject_catalog,instructors,year_term,term_type,start_date,end_date,start_time,end_time,weekdays,class_number,course_id,consent,enrolled,waitlist,lecture_sunday,lecture_monday,lecture_tuesday,lecture_wednesday,lecture_thursday,lecture_friday,lecture_saturday,description,notes,school,units,cross_registration,department,course_component,instruction_mode,grading_basis,course_requirements,general_education,quantitative_reasoning,divisional_distribution
Shared Prosperity in a Fractured Global Economy,FYSEMR   73W,Dani Rodrik,2025 Fall,Full Term,2025-09-02,2025-12-03,12:45pm,2:45pm,Mon,19155,226509,Instructor,0/12,0,False,True,False,False,False,False,False,"Can we build a global economic order that promotes equity, poverty reduction, and climate sustainability, all at once? How do we alleviate the tensions between domestic equality and global equality? Can we restore the middle class in advanced countries while maintaining an open global economy? Can we achieve the climate transition without adverse effects on economic growth and poverty reduction in poor nations? We will explore these questions in the seminar and build towards practical policy solutions. The seminar begins with an exploration of basis statistics on economic and environmental performance. Then we will spend some time on the historical evolution of the world economy, tracing policies, institutional arrangements, and outcomes from the Industrial Revolution to the present. We will next examine the backlash to neoliberalism and evolving forms of populism. We will scrutinize alternative strategies for rebuilding the middle class in the advanced economies, fostering rapid poverty reduction in the developing world, and achieving the green transition. Finally, we will turn to the implications of these strategies for the overall global economic system.","There will be a required trip to Lowell, MA to visit the Boott Cotton Mills Museum at no cost to the student.",Faculty of Arts & Sciences,4,Not Available for Cross Registration,First Year Seminar Program,Seminar,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Abortion in Controversy,FYSEMR   73Y,Stephen Sachs,2025 Fall,Full Term,2025-09-02,2025-12-03,3:00pm,5:00pm,Tue,19156,226510,Instructor,0/12,0,False,False,True,False,False,False,False,"Today the law of abortion in America is more in flux than it has been for decades. Educated citizens should have opportunities to study the issue in detail and to decide what they think. This seminar is designed to help first-year students discuss, in an academic setting, the difficult, important, and controversial questions raised by abortion. These include questions of ethics, policy, and law; of human personhood and futures of value; of autonomy and equality; of politics and history; and of unenumerated rights and judicial power.Many of these questions are both highly abstract and deeply personal. While they are the subject of intense and heartfelt commitment on both sides, this seminar is offered in the belief that they are also a proper subject for intellectual inquiry. Within each unit, the assigned readings are roughly balanced as to viewpoint: they take deeply conflicting positions, and each student will certainly disagree with some of them. Students are expected to participate fully in the discussions and to complete occasional short writing assignments in response to the readings.",,Faculty of Arts & Sciences,4,Not Available for Cross Registration,First Year Seminar Program,Seminar,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
"The Philosophy and Politics of Malcolm X and Martin Luther King, Jr.",AFRAMER  134Y,Brandon Terry,2025 Fall,Full Term,2025-09-02,2025-12-03,12:00pm,2:45pm,Wed,19172,226521,Instructor,0/30,0,False,False,False,True,False,False,False,"This seminar for graduate students and undergraduates with backgrounds in political theory, philosophy, or African American Studies undertakes a rigorous examination of the political  lives and philosophical thought of Malcolm X and Martin Luther King, Jr. Through their speeches, writings, debates, and unpublished texts, we will engage critically with their evolving visions of justice, democracy, and social transformation. We will read both figures in dialogue with their intellectual influences and critics to evaluate their views of liberalism, nationalism, civil disobedience, political violence, self-defense, internationalism, political theology, democracy, war, and economic justice among other themes. By studying these towering figures side by side, this course will illuminate fundamental questions about political ethics, racial justice, and the possibilities and limits of radical social change in the past and present.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,African & African Amer Studies,Seminar,N/A,FAS Letter Graded,N/A,N/A,N/A,Social Sciences
Photography and Textile: A History of Intermediality,AFVS  288P,,2025 Fall,Full Term,2025-09-02,2025-12-03,9:45am,11:45am,Wed,19174,226523,Instructor,0/18,0,False,False,False,True,False,False,False,"This graduate seminar explores photography’s—historical, material and theoretical—entanglements with textile. While extensive literature exists on the relation between photography and painting, and photography and sculpture, studies on the intermedial relation between photography and textile remain to a great extent isolated case studies. This course will offer the opportunity to track such intimate connections across history and geographies, spanning from Henry Fox Talbot’s lace photographs of the 1830s, to the contemporary, with artists such as Monica de Miranda, who embroiders her photographic landscapes and Billie Zangewa, who infuses her silk tapestries with a “photographic aesthetic.” With the objective of exploring how these media, their aesthetics, maneuvering and fibers have overlapped, this course will offer new frames and vocabularies to rethink each and both.",,Faculty of Arts & Sciences,4,Available for Harvard Cross Registration,"Art, Film, and Visual Studies",Seminar,N/A,FAS Letter Graded,N/A,N/A,N/A,Arts and Humanities
Graduate Research Lakkaraju Lab,BMIF  324DR,Hima Lakkaraju,2025 Fall,Full Term,2025-09-02,2025-12-03,,,,13498,220286,Instructor,0,0,False,False,False,False,False,False,False,Graduate students register for this course when they permanently join a lab. Students should register under the supervising PI.,,Faculty of Arts & Sciences,4,Not Available for Cross Registration,Medical Sciences,Reading and Research,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Research-Related Work,PHYSICS  300R,,2025 Fall,Dynamically Dated,2025-09-02,2025-12-03,,,,12527,210873,No Consent,0,0,False,False,False,False,False,False,False,,,Faculty of Arts & Sciences,4,Not Available for Cross Registration,Physics,Reading and Research,N/A,FAS Ungraded,N/A,N/A,N/A,None
Doctoral Teaching,EDU  301,,2025 Fall,Dynamically Dated,None,None,,,,13097,210881,No Consent,0,0,False,False,False,False,False,False,False,For School of Education doctoral students engaged in teaching.,,Faculty of Arts & Sciences,4,Not Available for Cross Registration,Faculty of Arts & Sciences,Reading and Research,N/A,FAS Ungraded,N/A,N/A,N/A,None
Stories of Gender and Justice,FYSEMR   64U,Karen Thornber,2025 Fall,Full Term,2025-09-02,2025-12-03,12:45pm,2:45pm,Tue,17549,220253,Instructor,0/12,0,False,False,True,False,False,False,False,"With gender inequities and biases pervasive within and across cultures worldwide, and the global pandemics of gender-based violence and structural violence further intensified by the Covid-19 pandemic, how have individuals, groups, communities, and nations globally fought for (and against) gender justice? How have struggles against gender injustice intersected and conflicted with struggles against racial, ethnic, environmental, health, LGBTQIA+ and other forms of injustice?    Gender justice, as is true of justice more broadly, is often discussed in the abstract, or as a matter of law, political history, protest movements, enfranchisement, and similar phenomena. Yet at its core, justice involves individuals and their experiences - both their suffering and their triumphs - experiences most directly accessed through stories. In this seminar we'll explore a range of stories and different forms of storytelling on gender justice, from novels and films to memoirs/personal histories, histories, and creative nonfiction. Some narratives with which we will engage are Margaret Atwood's The Handmaid's Tale, Ito Shiori's Black Box: The Memoir that Sparked Japan's #MeToo Movement, Audre Lorde's The Cancer Journals, Cho Nam-joo’s Kim Jiyoung, and Cherrie Moraga and Gloria Anzaldua's This Bridge Called My Back: Writings by Radical Women of Color. Students will be encouraged to write their own stories on gender and justice.",,Faculty of Arts & Sciences,4,Not Available for Cross Registration,First Year Seminar Program,Seminar,N/A,FAS Satisfactory/Unsatisfactory,N/A,N/A,N/A,None
Doctoral Independent Study,EDU  302,,2025 Fall,Dynamically Dated,None,None,,,,13098,210882,No Consent,0,0,False,False,False,False,False,False,False,For School of Education doctoral students engaging in independent study.,,Faculty of Arts & Sciences,4,Not Available for Cross Registration,Faculty of Arts & Sciences,Independent Study,N/A,FAS Ungraded,N/A,N/A,N/A,None
Ethics for the Earth: Critical Approaches,HDS 3168,Nikki Hoskins,2025 Fall,Full Term,2025-09-02,2025-12-03,3:00pm,5:00pm,Thu,19030,224893,No Consent,0,0,False,False,False,False,True,False,False,"What does it mean to “think” the environment? How is the environment always already interpreted and infused with meaning? How are different interpretations of the environment intertwined with notions of racial, religious, and political identity? Given these interpretations, what does it mean to be in ethical relationship with the earth? Should we extend our sense of moral community to include land? Should natural objects have moral standing? What is our moral obligation to animals? Should moral standing be extended to all living beings? How has religion constructed how we imagine earth? This introductory course will explore critical environmental hermeneutical and ethical approaches alongside histories of Christian settler colonialism, environmental racism, and ecofascism.",,Harvard Divinity School,4,Available for BTI Cross Registration,Divinity School,Conference Course,In Person,HDS Student Option (LG/SUS/AUD),N/A,,,
